index,uid
17169,675020
17171,855280
17174,591742
17205,330380
17222,128777
17273,464558
17277,821544
17288,978862
17289,257285
17304,948002
17306,126074
17312,153860
17313,132558
17322,523177
17326,197273
17335,859232
17340,612065
17345,283613
17361,554658
17362,532520
17379,418003
17381,653452
17412,234468
17418,362772
17432,630809
17458,539560
17464,264058
17476,132988
17495,146887
17498,202817
17506,814355
17513,827445
17518,618590
17529,487683
17540,518506
17548,164723
17549,753905
17557,968623
17565,907853
17567,167747
17574,485581
17575,826188
17580,512292
17585,423712
17594,207343
17597,312854
17610,461280
17612,441206
17616,558011
17617,860744
17619,468896
17621,696418
17631,864447
17644,945275
17664,242703
17665,449925
17681,122308
17692,417681
17702,942480
17707,477620
17717,524315
17744,240164
17746,540153
17750,587008
17761,804886
17767,991966
17771,699180
17773,438455
17775,690072
17776,924495
17782,896296
17788,366525
17791,655948
17808,132693
17814,137231
17819,617795
17823,207372
17827,966681
17838,162066
17843,222514
17844,784470
17847,413630
17849,983310
17854,733430
17855,376821
17869,790561
17880,573316
17882,603380
17883,986403
17895,635810
17903,601022
17904,710541
17907,488937
17909,390237
17918,340538
17921,708801
17924,457004
17930,631347
17935,402915
17940,121056
17946,604605
17947,952216
17948,696494
17952,569674
17956,346863
17966,105006
17970,430806
17971,801015
17973,655174
17995,323346
17997,657431
18003,375469
18013,176855
18015,734814
18017,314023
18022,335335
18040,266205
18055,215837
18061,807855
18066,650478
18084,915373
18089,740222
18093,552304
18098,245744
18099,516289
18100,402583
18139,494484
18146,802367
18164,748231
18172,829651
18179,659038
18180,211102
18183,543210
18188,679175
18194,845422
18205,455121
18212,330527
18216,182120
18219,977239
18225,951643
18226,463468
18230,341568
18233,494220
18245,727656
18249,238877
18274,839270
18299,295790
18301,123893
18305,676261
18311,301038
18319,816880
18336,843579
18339,625242
18341,239758
18360,887772
18361,246522
18362,956192
18367,725411
18374,124820
18382,825245
18403,663724
18418,322511
18419,814085
18423,499348
18427,467592
18431,130168
18443,595385
18452,846989
18468,456589
18470,677552
18476,658861
18488,716731
18493,378189
18497,629655
18501,781337
18515,516667
18525,492744
18528,980227
18539,100320
18541,593234
18545,853122
18556,171488
18560,233630
18566,545713
18577,959555
18582,143808
18586,722696
18587,248616
18592,936369
18603,323782
18608,666685
18633,131045
18642,876064
18686,449194
18691,730845
18698,266779
18704,339848
18706,685729
18708,479455
18711,589003
18727,103687
18731,609546
18739,474456
18742,671420
18747,821771
18764,658861
18765,669981
18790,136504
18799,418539
18804,965356
18807,541621
18809,779134
18811,799720
18813,601637
18826,584535
18827,596402
18838,547387
18857,711645
18860,501252
18864,568163
18873,936079
18895,395026
18902,202829
18915,487588
18917,541644
18918,266205
18919,966771
18920,196510
18933,918241
18939,500277
18944,333116
18950,656784
18965,852371
18981,932975
18982,419756
18989,506307
19005,579617
19008,333116
19009,132988
19010,386435
19014,555838
19021,399533
19026,969549
19030,468308
19031,814355
19033,504268
19057,871276
19063,793614
19066,525597
19069,562612
19079,300317
19089,253222
19098,858240
19099,951035
19102,942179
19104,422461
19111,824380
19112,333690
19135,785164
19140,754932
19152,367098
19156,855176
19157,604189
19167,639765
19168,470357
19174,857669
19209,957434
19210,336802
19246,557993
19250,174966
19253,877548
19271,540146
19274,831184
19285,725010
19290,233630
19304,694796
19310,253222
19318,872870
19342,340538
19350,870282
19361,796150
19364,733856
19370,581997
19375,410312
19383,908074
19384,562129
19385,827444
19386,606530
19387,740858
19414,631955
19421,699374
19426,530805
19428,133740
19444,770449
19454,241211
19465,783991
19468,943944
19478,957434
19483,157981
19486,973683
19489,755822
19493,565189
19497,180966
19499,242949
19511,455831
19513,794025
19514,242806
19526,898200
19527,593118
19534,654810
19550,602725
19568,994796
19579,519001
19605,367807
19607,964662
19612,854056
19613,458382
19627,128777
19634,800402
19637,330658
19641,170868
19648,846426
19651,773979
19654,298589
19656,280172
19661,386435
19665,481006
19670,704536
19672,701850
19677,872870
19704,452021
19706,335699
19708,458723
19716,363271
19720,587008
19721,248290
19733,447083
19742,108817
19745,459649
19750,892676
19753,207343
19770,445495
19775,219555
19807,945779
19809,265940
19820,335415
19822,166835
19834,476447
19836,380042
19838,842446
19840,821490
19841,509395
19843,272444
19861,668983
19865,643255
19873,261419
19897,435508
19926,485258
19927,438078
19932,441354
19939,928794
19940,308626
19946,629010
19954,855176
19963,576738
19980,485581
19987,708507
19998,833012
20011,363507
20031,753728
20036,845753
20037,633897
20038,155551
20046,456009
20061,731290
20062,759680
20067,207306
20073,793614
20079,614365
20080,341681
20085,675459
20090,310181
20091,178746
20093,368408
20099,434262
20100,764884
20118,901891
20140,999174
20152,831212
20158,823333
20159,605858
20161,392081
20162,176387
20169,972007
20172,289660
20175,559679
20189,845061
20203,990321
20206,213067
20215,882070
20223,598053
20225,108356
20228,655174
20234,791943
20242,551245
20254,418539
20263,107483
20274,696463
20276,189749
20285,711740
20329,491799
20332,811776
20339,765922
20352,144427
20366,221906
20370,719452
20381,648610
20388,501247
20395,246605
20402,241211
20417,200990
20428,682015
20435,909264
20441,779206
20464,828023
20476,513438
20477,994777
20478,856977
20486,432900
20488,275548
20491,337414
20493,286705
20497,999572
20498,976124
20501,791460
20510,663494
20513,434091
20526,981108
20546,715691
20549,723747
20550,481900
20558,536025
20560,385225
20591,836394
20593,329864
20594,814085
20605,790468
20609,253328
20620,471139
20629,966508
20639,724862
20664,440571
20682,167534
20685,210118
20696,233102
20698,746189
20699,376144
20705,891026
20710,107739
20719,228996
20722,391698
20729,527825
20737,574304
20739,285256
20743,125421
20744,570420
20750,480106
20754,862527
20770,879513
20771,408671
20780,770225
20789,430974
20796,604338
20802,950906
20809,524828
20831,192609
20847,215068
20851,196755
20854,658800
20859,618347
20863,898873
20868,890338
20870,191791
20887,336802
20890,612716
20903,989446
20908,342190
20917,903387
20921,412364
20922,811107
20931,808363
20951,773665
20961,910366
20966,593975
20968,167153
20969,211269
20987,763726
20988,345537
20996,219995
21001,729545
21003,716371
21004,164507
21008,154814
21020,488022
21021,333925
21029,749121
21056,397297
21090,754080
21098,705886
21100,914981
21105,720353
21108,534375
21135,101632
21136,269883
21137,139933
21140,124754
21156,442185
21159,563219
21171,239056
21174,189552
21186,783720
21189,648982
21196,899483
21213,657088
21229,222855
21240,107355
21242,812334
21243,994796
21260,715651
21264,388288
21283,478576
21286,821986
21294,766912
21297,950186
21299,690684
21316,285685
21326,670518
21344,388994
21349,422184
21351,998634
21356,264058
21359,602114
21366,704536
21369,758074
21377,733925
21383,208689
21385,292400
21388,846989
21392,420770
21398,922642
21402,151255
21405,672945
21406,868972
21412,803616
21419,498877
21421,192498
21426,856460
21432,587659
21433,502042
21444,793281
21447,725411
21449,936274
21462,365666
21464,302393
21471,728587
21477,850877
21492,518831
21512,423124
21518,400054
21519,232003
21523,694375
21527,496616
21528,582784
21531,211890
21539,355124
21540,705485
21542,127546
21562,120438
21566,663046
21579,571374
21580,455441
21584,473525
21602,869899
21610,148768
21620,174315
21621,572433
21626,501128
21628,281714
21629,186539
21643,218169
21664,230602
21674,733578
21677,897089
21718,670340
21727,550824
21733,504390
21736,399156
21754,488132
21763,321460
21770,436347
21780,107760
21791,127428
21810,913778
21841,736831
21847,640259
21849,141880
21882,323528
21892,982666
21896,196406
21903,284557
21905,244033
21914,463265
21927,353335
21940,905135
21972,207372
21973,157902
21974,345130
21975,897441
21983,308626
22000,749093
22004,795416
22022,843070
22024,161759
22030,420770
22037,291909
22041,401551
22046,715260
22058,783724
22067,434738
22068,212124
22069,902806
22072,475112
22075,822713
22078,833012
22079,269607
22083,388258
22084,517168
22091,605722
22106,947890
22107,240756
22111,579617
22124,501085
22127,442417
22130,981108
22133,377799
22136,700463
22138,480602
22147,780130
22149,829224
22154,570082
22156,587260
22175,196872
22189,363507
22192,504316
22196,953577
22207,996965
22220,678161
22223,973683
22230,960014
22232,464558
22239,702500
22241,559383
22243,690428
22245,864137
22277,881794
22288,285243
22292,218628
22293,829555
22294,946917
22307,350993
22317,863307
22325,822533
22328,791517
22332,786451
22334,753728
22345,388994
22351,449925
22352,907061
22364,445354
22385,238930
22390,300317
22402,925846
22433,341681
22448,503822
22455,309455
22463,476023
22478,821795
22488,195096
22489,837397
22511,666570
22522,589268
22539,527327
22545,517215
22549,594412
22557,592341
22559,701203
22566,983063
22569,390194
22573,477294
22579,969682
22587,925052
22590,252047
22591,397769
22593,404643
22602,854388
22604,349881
22607,226043
22609,680036
22615,964266
22634,968150
22651,599066
22652,797885
22654,900528
22658,580058
22662,447923
22667,665751
22684,966508
22700,199298
22706,935145
22724,198766
22725,821801
22726,356659
22736,878867
22738,718788
22743,946028
22750,669193
22758,178175
22767,709693
22780,591476
22786,912535
22789,255520
22793,382789
22796,659930
22804,399885
22811,764715
22814,880145
22824,414315
22834,387978
22841,800402
22845,343650
22862,891026
22867,202438
22870,181450
22873,971374
22877,938690
22879,699180
22885,523317
22887,460136
22896,377206
22902,665080
22903,489861
22906,333690
22907,539560
22912,373487
22937,524828
22945,233341
22957,941812
22965,685729
22967,269883
22982,787062
22985,336659
22987,912385
22999,435527
23025,582825
23028,602925
23043,438837
23045,478576
23055,799524
23062,800402
23064,837046
23074,337002
23078,921538
23085,797668
23093,906376
23109,661848
23113,963951
23125,654641
23126,908210
23130,419196
23139,602639
23140,724862
23156,947034
23162,682390
23184,676668
23194,993530
23196,455897
23204,836657
23215,643443
23219,546554
23224,685729
23234,968552
23239,367098
23244,311021
23245,713710
23253,428011
23271,770049
23273,538518
23289,452021
23302,131663
23304,794690
23357,311418
23366,486288
23373,557976
23382,302076
23383,406703
23390,116916
23398,604189
23408,167153
23418,910231
23430,236902
23431,533283
23434,892553
23438,705623
23441,319105
23448,651587
23465,798334
23468,301590
23477,972919
23484,529803
23491,127428
23504,319769
23507,377757
23513,594983
23522,404643
23529,473530
23535,687345
23538,281714
23550,629776
23555,771594
23558,561544
23563,469331
23571,740222
23579,387362
23580,989751
23588,153836
23590,882070
23592,821835
23597,203484
23609,547365
23616,286661
23626,620364
23637,719378
23645,192662
23646,413872
23647,102474
23649,541060
23668,146702
23676,738941
23678,493547
23679,182007
23684,757876
23685,152818
23698,922642
23703,190057
23715,313014
23719,469862
23722,533088
23734,791460
23755,583390
23768,129872
23769,870655
23789,568163
23792,606963
23798,892785
23799,749414
23803,404362
23805,145448
23807,870282
23832,999966
23842,256360
23846,845061
23856,500722
23861,835685
23874,898873
23875,725267
23878,280714
23890,664983
23891,294502
23910,490081
23914,946810
23924,376381
23930,612078
23935,682015
23943,755164
23951,808896
23955,894099
23969,307757
23974,447745
23990,314063
24010,787062
24011,417008
24020,920784
24021,863434
24023,127546
24032,709693
24038,174458
24049,599249
24054,583473
24059,133156
24073,610358
24075,959971
24078,558011
24092,423918
24108,994777
24119,844246
24124,796384
24129,617592
24134,269546
24139,575840
24143,676232
24144,330647
24147,869955
24155,847346
24159,886083
24161,541621
24165,728587
24168,542398
24170,920452
24172,591939
24181,493657
24183,246526
24195,798334
24209,494719
24212,773027
24214,171684
24216,746862
24222,630733
24238,851665
24246,132143
24249,803410
24251,461528
24252,293141
24267,532298
24272,501115
24281,460641
24303,444705
24305,112668
24312,904942
24314,932975
24318,493449
24321,423487
24326,317280
24329,412558
24333,420249
24334,281714
24358,409693
24367,295968
24375,527027
24379,753113
24389,241211
24395,943249
24398,418284
24399,212124
24400,366709
24415,338135
24420,195816
24445,267353
24456,983211
24459,488937
24461,922829
24472,775679
24488,112305
24492,938200
24500,329650
24509,397297
24515,596198
24533,700897
24542,936930
24550,452238
24553,898131
24555,614365
24560,424161
24565,829513
24576,188501
24589,692321
24603,983310
24618,264578
24651,591058
24660,317280
24665,461280
24668,810746
24674,874908
24677,566518
24686,690506
24688,703573
24695,845298
24713,994607
24714,899273
24746,954440
24749,850097
24751,109272
24752,723081
24760,455831
24766,852371
24775,617237
24778,412394
24782,303625
24785,699818
24795,640281
24802,764770
24804,952216
24814,551593
24819,523177
24820,929024
24840,536180
24847,290126
24866,860593
24868,976152
24871,221847
24873,947763
24878,347976
24884,546432
24887,589558
24889,812334
24890,771206
24905,353524
24910,236390
24912,670160
24920,170868
24944,826310
24946,886543
24958,319026
24962,621463
24963,751694
24974,833410
24997,598488
25018,486288
25020,131564
25028,694834
25031,173785
25034,841414
25046,260670
25055,892676
25057,943967
25070,903240
25099,333690
25109,701355
25113,437871
25117,858944
25121,877548
25128,895734
25131,722578
25153,670160
25162,328898
25181,517627
25185,450585
25186,305062
25190,231587
25193,537476
25198,585707
25200,701355
25204,234468
25207,196029
25212,147819
25219,901856
25225,804222
25244,501115
25245,407178
25250,656784
25254,898318
25259,855637
25270,192900
25282,130053
25285,864699
25295,208781
25296,780274
25300,269394
25308,312072
25311,822713
25322,773248
25336,944839
25352,942179
25357,188906
25359,551512
25369,480081
25383,937724
25385,908810
25388,497715
25397,331985
25411,240164
25413,630834
25415,622571
25420,126665
25431,201025
25434,474601
25439,245744
25456,504998
25459,340513
25465,716731
25476,909643
25478,829309
25482,461744
25494,179188
25495,937708
25501,290904
25502,133954
25507,202829
25512,497715
25514,606530
25516,517215
25525,486288
25541,271898
25542,132818
25565,194274
25576,689374
25579,565041
25580,133099
25584,647072
25586,604605
25594,852209
25598,878459
25600,175667
25604,593118
25606,200131
25629,440988
25635,841658
25648,253216
25649,910485
25650,240685
25653,255985
25660,822426
25666,311021
25670,510182
25680,506307
25683,207447
25689,650478
25697,897441
25701,695994
25705,323878
25709,120438
25713,360684
25714,435220
25721,266205
25724,672718
25728,788551
25735,828849
25739,494502
25750,696494
25756,186539
25757,117066
25760,715884
25763,942001
25764,837056
25766,133954
25776,674061
25804,805754
25812,329864
25824,660117
25828,146887
25830,568453
25851,753589
25858,839270
25867,214396
25870,259133
25871,219400
25880,227497
25881,457866
25883,143190
25897,239857
25899,305171
25902,371371
25912,648665
25928,503833
25934,970492
25943,898318
25961,566030
25977,384391
25983,553834
25992,248568
26001,435527
26004,271898
26006,843387
26020,244033
26021,487588
26024,207178
26027,739019
26033,540487
26034,117066
26038,958020
26043,908699
index,"Int64Index([    0,    18,    23,    46,    52,    68,    71,    72,    90,
              100,
            ...
            26004, 26006, 26020, 26021, 26024, 26027, 26033, 26034, 26038,
            26043],
           dtype='int64', length=3529)"
